Geo Point;Geo Shape;OBJECTID;C_NQPV;L_NQPV;C_CAINSEE;NOM_COM;C_DEP;Département;D_MAJ;Nature du secteur;B_ETAT;B_VP;B_NPNRU;SHAPE_Leng;SHAPE_Area
48.9468567435, 2.23061338726;"{""type"": ""Polygon"", ""coordinates"": [[[2.229412816633545, 48.944931584354364], [2.229775263217279, 48.94501943091077], [2.229699893509529, 48.945183063606386], [2.230560839244019, 48.945338276202826], [2.230635813608556, 48.945365115624476], [2.23072008144515, 48.94543211040539], [2.230755945705553, 48.945477448964716], [2.230859012644125, 48.945521810426094], [2.230907457529895, 48.945529060172696], [2.231954203621876, 48.94578944667031], [2.232068261569652, 48.94581631974918], [2.232138486664029, 48.945871978807126], [2.232177451454744, 48.945926579675046], [2.232181960302178, 48.94601513105511], [2.231830596035706, 48.94661713252002], [2.231707261257371, 48.9467528758412], [2.230004862173761, 48.94637638651655], [2.228474122697365, 48.94621128745861], [2.228153658494795, 48.94650999926524], [2.228107997856355, 48.9467500530534], [2.227736482747696, 48.94669744755585], [2.227818944898722, 48.94644566319567], [2.227450790581724, 48.94637708545553], [2.226382879276155, 48.94620313557761], [2.226441487222981, 48.9456063992229], [2.22655871225796, 48.944567929246475], [2.226364012102433, 48.944562674595154], [2.22631792733311, 48.94489743162557], [2.226172105677821, 48.94489049030866], [2.226084325010896, 48.94550373304448], [2.226010688098103, 48.9461418385557], [2.225663097604668, 48.94609320121579], [2.225256494527091, 48.94602694748072], [2.225179806553087, 48.946194982480286], [2.225065566847546, 48.94619038068767], [2.225016313511205, 48.94632700623296], [2.225228938289838, 48.94636067953944], [2.225096288371935, 48.94673453478815], [2.226201593752794, 48.94693439951089], [2.226359962134126, 48.946974438235976], [2.226453955508189, 48.94703561734357], [2.226576391906424, 48.94732647675971], [2.226664430786815, 48.94743667529015], [2.226773932151434, 48.94747640898138], [2.227399671067947, 48.94758602711105], [2.227320786020344, 48.947840499488876], [2.226973679836356, 48.94782016445566], [2.226862602922214, 48.94789847945448], [2.226785292096423, 48.948153754751075], [2.226632881519606, 48.94826811079562], [2.226424615300196, 48.9488209301576], [2.224926368512512, 48.94850973414551], [2.224504795610103, 48.94839466327406], [2.224675288698025, 48.94766503256929], [2.22421336175289, 48.947603192870865], [2.224244967733929, 48.94731588014686], [2.223862923710513, 48.94724858287926], [2.223687990696157, 48.947278346176724], [2.223502334592653, 48.947265834295735], [2.22348156241716, 48.9473841685781], [2.223311277657652, 48.94735661013391], [2.22337166389274, 48.947019017650284], [2.222986802354636, 48.94697383802094], [2.223083504229032, 48.94656060600538], [2.22181763359803, 48.946647657158046], [2.22104254449064, 48.94670174973922], [2.220905819764887, 48.946488085472375], [2.220037339059581, 48.94650159827482], [2.220033088571623, 48.94723676218862], [2.223655173460162, 48.948401725471804], [2.22725580979018, 48.94915799851449], [2.228644258630416, 48.949287200032416], [2.228796674329937, 48.949158035710305], [2.229249505347997, 48.94810584025349], [2.230115231319578, 48.946476495683505], [2.2318722488459, 48.946970080878735], [2.231744931506076, 48.94718516452864], [2.231842925006537, 48.94728046062854], [2.232022886201952, 48.94731539092805], [2.232256506034255, 48.94739964167451], [2.232572961866417, 48.94743185165529], [2.232844238429426, 48.94852041186354], [2.233662681407675, 48.94822089046286], [2.234137070313796, 48.94697641308843], [2.234238632213812, 48.94699709084996], [2.234541162308442, 48.946571103515936], [2.234669289794763, 48.94659901356817], [2.235009882467069, 48.946684762043716], [2.235103619036441, 48.946710579838424], [2.235053400950988, 48.94681040961499], [2.23582837940766, 48.94698198327718], [2.235753082059628, 48.94711782642633], [2.235873389668341, 48.94714675366634], [2.235841992606145, 48.947215710615524], [2.236754412984217, 48.94745226085707], [2.236889247343733, 48.947244396240364], [2.23747826097167, 48.9473982966035], [2.237847006910106, 48.947480973131114], [2.23824077081046, 48.947562636613306], [2.238135133065212, 48.94803307156562], [2.238705674592497, 48.94804280945022], [2.23871365792145, 48.947956334303015], [2.23938891077532, 48.94797439038226], [2.239336967594925, 48.94816688240361], [2.239379087859933, 48.94820912838336], [2.239602661792934, 48.94818872099858], [2.239670456417482, 48.94788298681867], [2.239903326777521, 48.94790686119721], [2.23997726856186, 48.94765570035482], [2.240816287176659, 48.947870538053316], [2.240846076283373, 48.9478232011595], [2.241154785639524, 48.947411611121964], [2.241291087665657, 48.94724286997075], [2.23992260028593, 48.9468010967071], [2.240130993027144, 48.94653871767498], [2.240063817224276, 48.94651704345822], [2.240135887431764, 48.94642855706928], [2.239990601818822, 48.946380045705354], [2.239961062003172, 48.9462976544392], [2.239640834568128, 48.946185167667196], [2.239675314908673, 48.946135777991984], [2.238980217101337, 48.945877805514804], [2.238668446039228, 48.94625232403916], [2.238583776409378, 48.9463871274579], [2.238458206888064, 48.94665883589281], [2.238431349843019, 48.94681016662329], [2.23836671971486, 48.947090161336725], [2.237979268569135, 48.94698378812337], [2.235466981327775, 48.94634641409], [2.235461293267895, 48.94606018257789], [2.235766915623417, 48.94564345989626], [2.233976608565015, 48.945135365726784], [2.233586014990009, 48.945046483264], [2.232637673485522, 48.94482325916546], [2.232753749822171, 48.9446215645945], [2.232535043335915, 48.94456165309403], [2.2324770517981, 48.94463573230318], [2.232188049984378, 48.94455722956086], [2.231331919669775, 48.944343348231406], [2.23124248524489, 48.94450903388446], [2.230846849413038, 48.94459722546316], [2.230745515174838, 48.94446740641763], [2.230600581204882, 48.94425930109001], [2.230385498691071, 48.9439564058826], [2.230340248334636, 48.943918269555155], [2.230134048590063, 48.943859399739566], [2.230041402605746, 48.94406420473795], [2.229955473564894, 48.944047654367665], [2.229770153688996, 48.94447168118505], [2.229615462296571, 48.94444477134881], [2.229412816633545, 48.944931584354364]]]}";42;QP095006;Val D'Argent Sud;95018;ARGENTEUIL;95;VAL-D'OISE;2015-01-29T00:00:00.000Z;NQPV;O;N;N;6394.598677712728;260682.59548297463
48.9534698778, 2.22539183696;"{""type"": ""Polygon"", ""coordinates"": [[[2.234081930641862, 48.95581640433285], [2.234053876270107, 48.95577416572458], [2.232563120629679, 48.95540736830824], [2.232377622592171, 48.95513950953487], [2.233029027032626, 48.954624261747824], [2.230436545448612, 48.95406290550744], [2.230434303666838, 48.95363253540144], [2.230329730814105, 48.953552131841974], [2.230029890201658, 48.95339742728549], [2.230036675302289, 48.953140036417416], [2.230022607137929, 48.953138996425906], [2.230015447584095, 48.95282187719906], [2.230215894893903, 48.952656291338776], [2.231154368667097, 48.950895503904], [2.230398079544806, 48.950735243992455], [2.230177299428335, 48.95090904701586], [2.230211647447475, 48.95092863818573], [2.229305024566412, 48.95164647588698], [2.22906454807327, 48.951517558567886], [2.228867800962285, 48.95140824407353], [2.228874117712833, 48.95137839244526], [2.228084012879205, 48.950945244155754], [2.227996501201043, 48.950929723739684], [2.227966785713203, 48.95093587235492], [2.227688832227808, 48.950788386945874], [2.227693439179638, 48.950829575161244], [2.226994017157412, 48.95039650168952], [2.222373649070759, 48.95083177589753], [2.221302097472203, 48.95115197410459], [2.220787395208889, 48.95132444407475], [2.220336756322096, 48.951507267378595], [2.220200606262722, 48.95157096865399], [2.219618314181799, 48.95190398599668], [2.21949149488545, 48.95198725810587], [2.219322373965793, 48.95211269734653], [2.218657629099155, 48.95259001559927], [2.218091113607265, 48.95301115923206], [2.217502500235796, 48.95354612947523], [2.216428036004277, 48.95440783756672], [2.216443470199776, 48.954493309316724], [2.216488551294064, 48.954603519869806], [2.216552351219632, 48.95473022328169], [2.216616265937065, 48.95480853870724], [2.216714571518287, 48.95489203202781], [2.216791054822727, 48.95494153006082], [2.216940993247865, 48.95500551505204], [2.217153451380548, 48.955076771409196], [2.217295662671512, 48.95510059383128], [2.217447267919929, 48.95512031191335], [2.220712908050869, 48.95524709458978], [2.220809909289038, 48.95521526987737], [2.222474744900772, 48.95388768978935], [2.222634015268073, 48.95397330024718], [2.222693512314856, 48.953931140854365], [2.222746707219652, 48.95391266009893], [2.223940827069577, 48.954043530732534], [2.223937620470724, 48.95408161983615], [2.225161434470532, 48.95421662010308], [2.224806740953109, 48.95556916051173], [2.224925469624301, 48.95561148572794], [2.225019193831042, 48.95564658084651], [2.225712783104354, 48.95590771351849], [2.225789351219549, 48.955926321297056], [2.226544331307421, 48.955998062746424], [2.226814744947242, 48.95602611083296], [2.227394561235908, 48.95612548705047], [2.227822788985545, 48.956194866261185], [2.228544878135925, 48.956295395851996], [2.228765304673892, 48.95630588944545], [2.229179605616823, 48.95630626584774], [2.230194259038426, 48.956313356503045], [2.230986963092432, 48.95628935515489], [2.23106676933956, 48.95625647846425], [2.231442599393852, 48.95595823491374], [2.23167688591867, 48.95606758009687], [2.232057940257979, 48.95627794953071], [2.233604984401801, 48.95664789676752], [2.233684779232036, 48.95662016576288], [2.234081930641862, 48.95581640433285]]]}";21;QP095005;Val D'Argent Nord;95018;ARGENTEUIL;95;VAL-D'OISE;2015-01-29T00:00:00.000Z;NQPV;O;N;N;3891.101087333391;481901.091274078
48.6315202669, 2.31794264128;"{""type"": ""Polygon"", ""coordinates"": [[[2.321936895234134, 48.63152466728445], [2.321840391671357, 48.631315981264365], [2.321550766498294, 48.630447852945515], [2.320411613175148, 48.630609001319705], [2.320003412786689, 48.63066056807736], [2.31732308891016, 48.63089814940616], [2.316984611558349, 48.6308931435485], [2.316721246124476, 48.630852687131714], [2.316612922904914, 48.63085685844238], [2.316342645899873, 48.63080137895803], [2.316118992366117, 48.63074528139226], [2.31586315468429, 48.630703360468274], [2.31536220387125, 48.63061952462724], [2.315225249271282, 48.63138694520588], [2.314913461858992, 48.63315899907035], [2.315338642716651, 48.633207443560885], [2.315502356189813, 48.63315544350395], [2.315524012568164, 48.63302307276972], [2.315556601288182, 48.63288596134632], [2.316007977322669, 48.63291993303022], [2.316057031492992, 48.63264369052819], [2.317018032526252, 48.6327166579332], [2.31706976034887, 48.63267440318202], [2.316776264570243, 48.632143187328694], [2.316559775373038, 48.63188466751387], [2.316547132790093, 48.63186014037336], [2.317192452436238, 48.63187184502933], [2.317218180576464, 48.63162297216113], [2.318344658459979, 48.63165543245303], [2.318343293446257, 48.63160519311981], [2.318808633463226, 48.631613446477175], [2.319049833024587, 48.631605035016854], [2.319081919463665, 48.63145192781939], [2.31911132438902, 48.63133781606695], [2.319774374865823, 48.631282904408096], [2.320673457163661, 48.631188991425184], [2.321163803308751, 48.63139655020574], [2.321334252592543, 48.631678196105305], [2.321742861173524, 48.63236721639152], [2.321992535151898, 48.63229130161213], [2.322456786813428, 48.632222479066776], [2.321982267727468, 48.6315722209828], [2.321936895234134, 48.63152466728445]]]}";6;QP091001;Le Bois Des Roches;91570;SAINT-MICHEL-SUR-ORGE;91;ESSONNE;2015-01-29T00:00:00.000Z;NQPV;O;N;N;1850.9274203801788;65428.83566834913
48.7637319341, 2.26107547479;"{""type"": ""Polygon"", ""coordinates"": [[[2.266613727747439, 48.76650667601802], [2.266255066163783, 48.765993016847986], [2.266132436310538, 48.765535922179886], [2.265890023769715, 48.76479413290842], [2.267117982292739, 48.76463388829689], [2.26694876026383, 48.7639809352595], [2.267485806686229, 48.76366210702963], [2.268065773043351, 48.76283408373905], [2.267830355125298, 48.76272741778867], [2.267208690168677, 48.76324310402974], [2.266381579895363, 48.76286602773151], [2.265248150878628, 48.762524951055404], [2.26314912547049, 48.76184440484598], [2.262516122282549, 48.761712711413246], [2.26247253676781, 48.76169106088549], [2.262301295240188, 48.761627105765925], [2.261940101772121, 48.76151669909815], [2.261588286297098, 48.76138569644885], [2.26145130263246, 48.76132485526054], [2.26118986354602, 48.761168166487174], [2.261063739598399, 48.761142340511995], [2.260951584258124, 48.761151538545526], [2.260516896907864, 48.76124187479969], [2.260309756822145, 48.76122938330604], [2.259554677401016, 48.76100337828671], [2.259492383256732, 48.76100025058056], [2.258037268979789, 48.76123509828061], [2.256692902760319, 48.76135982499865], [2.255398382972879, 48.76148147989709], [2.255220829677957, 48.76147723737667], [2.255037108723439, 48.76142871462887], [2.254517264338263, 48.761192541997175], [2.254459647545473, 48.76118426550122], [2.253001129388116, 48.76224995366972], [2.253614018035423, 48.76261690751747], [2.253617043402122, 48.762885451194656], [2.25402775707125, 48.76352174674643], [2.254894910639449, 48.76327724791355], [2.25656230219733, 48.763480313417844], [2.256818215931244, 48.763538154934245], [2.256966845604439, 48.76373743201811], [2.256933078624627, 48.76385185129716], [2.256272473238739, 48.76451724803476], [2.256178202118165, 48.76473679388879], [2.256277045136934, 48.76488562171916], [2.256878790396871, 48.76515373583973], [2.256750504746248, 48.765330221375116], [2.256815342503701, 48.76552085498594], [2.25885752513168, 48.76526378980266], [2.259745452617048, 48.76514819104043], [2.259997344297251, 48.76543355364872], [2.260549644581686, 48.76540775695491], [2.262489315034585, 48.76518808429734], [2.260741439333036, 48.766119902562785], [2.264484037492184, 48.76676791648068], [2.265318744473968, 48.766935242542566], [2.266659819355059, 48.76703077880286], [2.267032121243821, 48.76702791023002], [2.268247169523337, 48.767046104652614], [2.268324964400767, 48.766286417940044], [2.266613727747439, 48.76650667601802]]]}";43;QP092005;Cité Jardins;92019;CHATENAY-MALABRY;92;HAUTS-DE-SEINE;2015-01-29T00:00:00.000Z;NQPV;O;N;N;3822.615007244459;417398.46015260264
48.5879095424, 2.58234969538;"{""type"": ""Polygon"", ""coordinates"": [[[2.579976687463484, 48.587134684403686], [2.580316937913315, 48.587481313958136], [2.580293207258947, 48.5875675808406], [2.579668730381246, 48.58867900686223], [2.580268046670709, 48.5888466390509], [2.580473492339988, 48.58892831658869], [2.58052300160766, 48.58901215371692], [2.580935327156644, 48.589167422107515], [2.58098875334428, 48.589098358210975], [2.581038637090168, 48.58896358660399], [2.581058558386215, 48.588844928214584], [2.581134261126992, 48.58836663196055], [2.581201929593591, 48.588381259130664], [2.581617517735312, 48.58880911903408], [2.581817802914449, 48.588547910934736], [2.581867866469916, 48.588556414764426], [2.582104186741861, 48.58863213685825], [2.58228794886505, 48.588825544387824], [2.583008179390193, 48.58853423322019], [2.583605597548387, 48.589181273375324], [2.58465797322706, 48.58875318735649], [2.585021050365472, 48.58861952816428], [2.584988327241924, 48.58847188047998], [2.584939196036193, 48.58833949292406], [2.584828150283152, 48.58815416371416], [2.584762575085287, 48.58804471634281], [2.584631139379254, 48.587859855487544], [2.58444550475035, 48.587672112011646], [2.584231438165757, 48.58748334596768], [2.583796130830044, 48.58714720061756], [2.583519460719325, 48.58698792071711], [2.58314806971765, 48.586800410052945], [2.583000731873911, 48.5867441133515], [2.582724792419363, 48.58666219288742], [2.582402715740262, 48.586583704473206], [2.582026231600432, 48.586526602332206], [2.581552071294749, 48.58647726769257], [2.581411840770667, 48.58722699773376], [2.579976687463484, 48.587134684403686]]]}";13;QP077024;Droits De L'Homme;77445;SAVIGNY-LE-TEMPLE;77;SEINE-ET-MARNE;2015-01-29T00:00:00.000Z;NQPV;O;N;N;1366.238625360934;70507.72167626412
48.673746966, 2.33927470199;"{""type"": ""Polygon"", ""coordinates"": [[[2.342213324183027, 48.672627925019796], [2.342008642567293, 48.67227296422354], [2.341946911445417, 48.67217615789079], [2.341661022161653, 48.671715787569816], [2.341631777272437, 48.67158886174735], [2.341641490054425, 48.67121023062578], [2.341670712838066, 48.671115572373786], [2.341972759600504, 48.67073907312698], [2.342092925772092, 48.67061213537457], [2.342190361657669, 48.67052823717795], [2.342232579947686, 48.670433574889245], [2.340793294736479, 48.670371029116446], [2.340269320535569, 48.67042356851914], [2.339353520035931, 48.67059454144548], [2.338527895804943, 48.67083038839178], [2.337811114470065, 48.67114140439883], [2.337148741634323, 48.67154818046869], [2.336505022210242, 48.672135186318044], [2.336122508180884, 48.67266117321539], [2.336015327819642, 48.67285040434513], [2.335842377328523, 48.67324236270351], [2.335732565811002, 48.673517309831325], [2.335648947091422, 48.67379137733163], [2.335397641575314, 48.674407428442564], [2.335472100284339, 48.67448948888886], [2.33558923952706, 48.674730997819964], [2.335660753930723, 48.67492428408773], [2.335800698273962, 48.67518939659961], [2.336030239228005, 48.675437656613944], [2.33624548231801, 48.675599085670534], [2.337452008691573, 48.67633755471887], [2.337240258171657, 48.67660153066094], [2.337337709445767, 48.676657466737225], [2.337744460386233, 48.67687984715282], [2.338228464917475, 48.67711568858111], [2.338630635230409, 48.676894097335236], [2.339182861877888, 48.676573541251976], [2.339761072825491, 48.67620565476829], [2.340196394311224, 48.676513278963675], [2.340621960151254, 48.67664234305794], [2.341083258254321, 48.67677570477169], [2.341138823066858, 48.676701188380825], [2.341249607492074, 48.67659698615264], [2.341473057348584, 48.676496018262334], [2.341587507502344, 48.67644621573263], [2.341742678586415, 48.676425015134384], [2.341934336738151, 48.676425004502306], [2.342145072179035, 48.67642891987064], [2.342122727827765, 48.67620986885851], [2.342116219299954, 48.676093695724745], [2.342145437402353, 48.675917289916], [2.342324091254726, 48.675779600547365], [2.342556514852796, 48.675774659686226], [2.342301142001727, 48.674703437696806], [2.341875686126327, 48.674542607969954], [2.342954034911609, 48.673606735565485], [2.342346515497664, 48.672817235590905], [2.342213324183027, 48.672627925019796]]]}";3;QP091030;Grand Vaux;91216;EPINAY-SUR-ORGE;91;ESSONNE;2015-01-29T00:00:00.000Z;NQPV;O;N;O;2285.009927952357;287067.78209630057
48.8884155203, 2.49024625413;"{""type"": ""Polygon"", ""coordinates"": [[[2.49397253820079, 48.88660197395709], [2.49386456153087, 48.88652077887399], [2.493801961131104, 48.88647349444969], [2.493079983741582, 48.88579762078453], [2.492587143624371, 48.885917016364424], [2.492033260465456, 48.88604335447205], [2.491176569472044, 48.886199942574684], [2.490426001735111, 48.88634505671458], [2.489048071228166, 48.88658672645811], [2.487443940257203, 48.88690382886729], [2.486972712966907, 48.88700635613284], [2.48695894574435, 48.887103164170966], [2.487327436103654, 48.888185884091484], [2.487362461832823, 48.88842059853465], [2.487811000308816, 48.889640157786346], [2.488974879666974, 48.89198626413019], [2.489368126537365, 48.89190338845623], [2.489904775076772, 48.89173075246753], [2.490601175186206, 48.89119856562032], [2.489811608617664, 48.889786913894646], [2.490125329379296, 48.88974635117986], [2.489572330593937, 48.888594894194284], [2.489965827740254, 48.88860571696894], [2.489675047099144, 48.88795020559496], [2.49009323472186, 48.887863181707274], [2.489980158311622, 48.887638862586684], [2.491737952338284, 48.887015719654855], [2.49181315952483, 48.8871041753151], [2.491938444167999, 48.887232719026215], [2.492154603841934, 48.8873174665341], [2.493518747995346, 48.887684396580894], [2.493811591318237, 48.88783625563465], [2.492584106416555, 48.8882422588687], [2.492943493388644, 48.888732405286646], [2.493410171444237, 48.88949061822712], [2.494914876893328, 48.889106081251924], [2.49516029536122, 48.88938646071842], [2.495411074796529, 48.88933175678231], [2.495103957452817, 48.88897723732661], [2.494700272504351, 48.88849220942088], [2.494398515861512, 48.88827171718505], [2.493901639159838, 48.88794983651159], [2.494690707066376, 48.8876903571734], [2.49480922627739, 48.88768131735906], [2.494896064720191, 48.887402209263044], [2.493805731752381, 48.88776986149234], [2.493520065401552, 48.88765074262515], [2.492224532023455, 48.887281999164486], [2.493613866390809, 48.88674556924693], [2.49397253820079, 48.88660197395709]]]}";41;QP093013;Marnaudes - Fosse Aux Bergers - La Sablière;93077;VILLEMOMBLE;93;SEINE-SAINT-DENIS;2015-01-29T00:00:00.000Z;NQPV;O;N;N;3211.045576553608;149544.59566583403
48.7909920337, 2.31533072146;"{""type"": ""Polygon"", ""coordinates"": [[[2.313314128091704, 48.790026751816086], [2.31329686892348, 48.79028006446958], [2.31348387157814, 48.79029451670166], [2.313989873366573, 48.79137582647823], [2.314123846725461, 48.79150353597346], [2.314524012225441, 48.79232944736148], [2.314687648589649, 48.79232947924207], [2.314795121133966, 48.79247469302376], [2.315490266595858, 48.7923368367256], [2.315720711441054, 48.79284453097144], [2.316384692523063, 48.792712848056574], [2.316383165430441, 48.79262120246119], [2.317109484545672, 48.792486434564715], [2.317399316997112, 48.79259769196506], [2.317921449495809, 48.79249686191021], [2.317354360669824, 48.79197676408208], [2.31720014669195, 48.79178108785397], [2.315441800356703, 48.789006709786015], [2.313144414757178, 48.789681763579345], [2.313314128091704, 48.790026751816086]]]}";15;QP092008;Abbé Grégoire - Mirabeau;92007;BAGNEUX;92;HAUTS-DE-SEINE;2015-01-29T00:00:00.000Z;NQPV;O;N;N;1260.242006670233;76259.41545120609
48.8590045531, 2.44714458994;"{""type"": ""Polygon"", ""coordinates"": [[[2.452709829396534, 48.85997074576199], [2.451788646155363, 48.85904905125305], [2.451862892478901, 48.85875141100341], [2.451728178403296, 48.85851986470353], [2.450718203660658, 48.858359174025736], [2.450521541495862, 48.85834082574471], [2.450240631332457, 48.858328738057374], [2.449962939443389, 48.858361948136256], [2.449241178059003, 48.85870447731073], [2.448692963687965, 48.85847846486118], [2.447690011551006, 48.85795323998002], [2.445981561893955, 48.85732877331582], [2.445115572576447, 48.856608795835534], [2.444047973935958, 48.85764643961397], [2.443491219400448, 48.85814196675376], [2.443031021005755, 48.8587045440122], [2.44294740549917, 48.85877616508894], [2.442198601279967, 48.858791320418156], [2.441719862323628, 48.858930113687165], [2.441745378437198, 48.858984198607324], [2.441399436980063, 48.859042960672845], [2.441169254524849, 48.85907489900708], [2.441110730019409, 48.85893036772235], [2.440629042025694, 48.85902353005512], [2.440829740366773, 48.85975689508328], [2.441305302593943, 48.86007161736666], [2.441569032140238, 48.860096477596414], [2.442090253928385, 48.86004369097417], [2.442269024090358, 48.860054587894496], [2.443244415260676, 48.86042017353544], [2.443372228353063, 48.86036224803426], [2.442972987297565, 48.85896496240604], [2.443024351698129, 48.85878527563981], [2.443102546930723, 48.85866911727415], [2.44338458246334, 48.858344723861926], [2.44372604019891, 48.85799063627327], [2.444083586733446, 48.857654197310254], [2.446305592123204, 48.859300289882334], [2.447506874303077, 48.86039687310817], [2.447914451721264, 48.86075063512595], [2.448606628910968, 48.86042358345046], [2.450419824441521, 48.85964036289034], [2.45077942937362, 48.8599550974838], [2.451554311865719, 48.86034768942028], [2.452709829396534, 48.85997074576199]]]}";33;QP093019;Jean Moulin - Espoir;93048;MONTREUIL;93;SEINE-SAINT-DENIS;2015-01-29T00:00:00.000Z;NQPV;O;N;N;2754.3348637516456;138401.3364045308
