Geo Point;Geo Shape;Numéro Opération;Adresse (Dénomination opération);Année du financement/agrément;Bailleur social;Nombre total de logements financés;dont nombre de logements PLA I;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissements;Nature de programme;Coord_X_LB93;Coord_Y_LB93
48.8546369491, 2.39878350502;"{""type"": ""Point"", ""coordinates"": [2.3987835050165, 48.85463694912047]}";899.0;36 RUE DE TERRE NEUVE;2007;LOG.URBAIN;8;8;0;0;0;acquisition réhabilitation;;20;logement familial;655885.2599;6861789.952
48.8660587252, 2.3421744479;"{""type"": ""Point"", ""coordinates"": [2.342174447895215, 48.866058725173374]}";878.0;4 RUE D'ABOUKIR;2007;PARIS HAB;38;38;0;0;0;construction neuve;;2;résidence sociale pour démuni;651742.1976;6863093.072
48.8936020765, 2.36120366737;"{""type"": ""Point"", ""coordinates"": [2.361203667367152, 48.89360207654825]}";881.0;3-3 BIS PASSAGE JEAN COTTIN;2007;PARIS HAB;5;5;0;0;0;construction neuve;;18;logement familial;653162.9191;6866144.258
48.8887989285, 2.32035064347;"{""type"": ""Point"", ""coordinates"": [2.320350643467715, 48.88879892850738]}";884.0;20, RUE CLAIRAUT;2007;IMM 3F;29;10;19;0;0;acquisition conventionnement;;17;logement familial;650163.0159;6865635.182
48.8419570506, 2.280209346;"{""type"": ""Point"", ""coordinates"": [2.280209345998173, 48.841957050612244]}";877.0;62, RUE DES BERGERS;2007;SIEMP;6;6;0;0;0;acquisition réhabilitation;;15;logement familial;647172.1553;6860452.857
48.8672743388, 2.38528615325;"{""type"": ""Point"", ""coordinates"": [2.3852861532479, 48.86727433882824]}";880.0;3 RUE VICTOR LETALLE;2007;SIEMP;3;3;0;0;0;acquisition réhabilitation;;20;logement familial;654905.8401;6863202.755
48.8878064593, 2.32417388625;"{""type"": ""Point"", ""coordinates"": [2.324173886253714, 48.88780645927805]}";890.0;8, RUE LA CONDAMINE;2007;LOGICIL;7;0;0;0;7;construction neuve;;17;logement familial;650442.4133;6865522.419
48.8229094708, 2.35614043565;"{""type"": ""Point"", ""coordinates"": [2.356140435649035, 48.82290947076081]}";889.0;25 RUE BOURGON;2007;PARIS HAB;8;0;0;0;8;construction neuve;;13;logement familial;652727.5917;6858286.857
48.8932395374, 2.37972425994;"{""type"": ""Point"", ""coordinates"": [2.379724259940655, 48.89323953742863]}";663.0;147, AVENUE DE FLANDRE ALLEE DES EIDERS (CAGE F ET I);2006;BATIGERE;166;0;0;0;166;acquisition conventionnement;;19;logement familial;654520.5194;6866093.119
48.8265317801, 2.35982580089;"{""type"": ""Point"", ""coordinates"": [2.359825800894304, 48.82653178010161]}";629.0;120-126, AVENUE DE CHOISY 18-20, RUE DU DOCTEUR MAGNAN;2006;RIVP;57;0;28;0;29;construction neuve;;13;logement familial;653001.432;6858687.415
48.8914733056, 2.30239529126;"{""type"": ""Point"", ""coordinates"": [2.302395291263196, 48.89147330563096]}";651.0;PORTE D'ASNIERES  ILOTS A C D F ET G;2006;PARIS HAB;30;0;30;0;0;acquisition réhabilitation;;17;logement familial;648849.056;6865944.039
48.8305188507, 2.31294129922;"{""type"": ""Point"", ""coordinates"": [2.312941299223927, 48.83051885073619]}";642.0;11-15 RUE PAULY 10 RUE DES SUISSES;2006;SABLIERE;200;0;200;0;0;acquisition conventionnement;;14;logement familial;649563.3345;6859159.657
48.8288928619, 2.30767213423;"{""type"": ""Point"", ""coordinates"": [2.307672134225434, 48.82889286189352]}";1869.0;198, RUE RAYMOND LOSSERAND;2011;ELOGIE;6;0;6;0;0;construction neuve;;14;logement familial;649174.9522;6858982.245
48.8411510231, 2.25592477189;"{""type"": ""Point"", ""coordinates"": [2.255924771890762, 48.8411510231289]}";1853.0;82 BD MURAT;2011;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645389.0365;6860379.757
48.8462098205, 2.31434746833;"{""type"": ""Point"", ""coordinates"": [2.314347468327173, 48.84620982045609]}";1866.0;96, RUE DE SEVRES;2011;ELOGIE;6;6;0;0;0;construction neuve;;7;logement familial;649681.7079;6860903.423
48.8264716536, 2.38093419562;"{""type"": ""Point"", ""coordinates"": [2.380934195619282, 48.8264716535961]}";1990.0;ZAC PRG LOT M6A3 46-56, AVENUE DE FRANCE 6-8, RUE NICOLE LEPAUTRE;2011;RIVP;92;9;37;0;46;construction neuve;;13;logement familial;654551.026;6858668.373
48.848130446, 2.28658509632;"{""type"": ""Point"", ""coordinates"": [2.286585096317084, 48.84813044604828]}";1993.0;16-18, RUE GINOUX;2011;RIVP;2;0;2;0;0;acquisition réhabilitation;;15;logement familial;647646.282;6861135.026
48.8853791513, 2.36602658542;"{""type"": ""Point"", ""coordinates"": [2.366026585415723, 48.885379151304996]}";143.0;LOT 1 - 19 - 19 TER RUE DU DEPARTEMENT 22- 24 RUE D'AUBERVILLIERS;2002;SAGI;20;0;20;0;0;construction neuve;;19;logement familial;653509.1906;6865227.062
48.885099163, 2.36667213786;"{""type"": ""Point"", ""coordinates"": [2.366672137860992, 48.88509916298235]}";144.0;LOT 2 - 9 -11, RUE DU DEPARTEMENT - 14 A 16, PASSAGE GOIX;2002;SAGI;16;0;0;0;16;construction neuve;;19;logement familial;653556.2798;6865195.549
48.8947268932, 2.34777996913;"{""type"": ""Point"", ""coordinates"": [2.347779969128117, 48.89472689315778]}";170.0;3-5, RUE NEUVE DE LA CHARDONNIERE  46 BD ORNANO;2002;SAGI;77;0;77;0;0;construction neuve;;18;résidence pour étudiants;652179.7376;6866277.378
48.8869119973, 2.35242795792;"{""type"": ""Point"", ""coordinates"": [2.35242795792159, 48.88691199727799]}";162.0;45, RUE MYRHA  31, RUE DES GARDES (HS);2002;PARIS HAB;5;0;5;0;0;construction neuve;;18;logement familial;652513.3902;6865405.598
48.8549527619, 2.26944252922;"{""type"": ""Point"", ""coordinates"": [2.269442529222062, 48.85495276185841]}";118.0;54 BIS, AVENUE MOZART;2002;PARIS HAB;27;7;20;0;0;acquisition conventionnement;;16;logement familial;646395.3343;6861905.1
48.8973991763, 2.33406313492;"{""type"": ""Point"", ""coordinates"": [2.334063134917957, 48.89739917634618]}";158.0;ZAC MOSKOWA LOT F -  30 RUE BONNET;2002;SAGI;6;0;0;0;6;construction neuve;;18;logement familial;651176.5597;6866582.917
48.8984478045, 2.34965974217;"{""type"": ""Point"", ""coordinates"": [2.349659742173217, 48.898447804545015]}";178.0;88-90, BOULEVARD NEY;2002;SAGECO;300;0;0;0;300;acquisition conventionnement;;18;logement familial;652320.9657;6866689.989
48.8693051623, 2.34784715261;"{""type"": ""Point"", ""coordinates"": [2.347847152606338, 48.869305162294694]}";184.0;18 RUE POISSONNIERE;2002;SIEMP;11;0;11;0;0;acquisition réhabilitation;;2;logement familial;652161.3167;6863450.599
48.8446714261, 2.35124606758;"{""type"": ""Point"", ""coordinates"": [2.351246067575788, 48.84467142607531]}";164.0;8, RUE ROLLIN;2002;PARIS HAB;57;0;57;0;0;construction neuve;;5;résidence pour étudiants;652388.134;6860709.488
48.8716971984, 2.38134934417;"{""type"": ""Point"", ""coordinates"": [2.3813493441727, 48.87169719838288]}";167.0;45-47, RUE RAMPONEAU;2002;PARIS HAB;13;0;13;0;0;construction neuve;;20;logement familial;654620.9028;6863696.801
48.8949232553, 2.34906674282;"{""type"": ""Point"", ""coordinates"": [2.349066742824003, 48.89492325534689]}";279.0;4, PASSAGE KRACHER;2003;HENEO;10;10;0;0;0;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;18;foyer de travailleurs migrants;652274.2607;6866298.434
48.8830606779, 2.32173801466;"{""type"": ""Point"", ""coordinates"": [2.321738014661832, 48.88306067788789]}";278.0;7, RUE DE PUTEAUX;2003;HENEO;25;25;0;0;0;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;17;foyer de travailleurs migrants;650259.265;6864996.249
48.8542405346, 2.40045769387;"{""type"": ""Point"", ""coordinates"": [2.400457693873336, 48.85424053455478]}";244.0;LOT B5 - 8-10, RUE MICHEL DE BOURGES 2, IMPASSE DE LA LOI;2003;PARIS HAB;30;0;30;0;0;acquisition réhabilitation;;20;résidence pour étudiants;656007.7678;6861744.94
48.8620344126, 2.37041844827;"{""type"": ""Point"", ""coordinates"": [2.37041844827188, 48.86203441262244]}";154.0;13 BIS PASSAGE SAINT SEBASTIEN;2002;SAGECO;52;52;0;0;0;acquisition réhabilitation;;11;foyer pour jeunes travailleurs ou résidence pour jeunes;653810.5527;6862628.709
48.8343906443, 2.3657263775;"{""type"": ""Point"", ""coordinates"": [2.365726377504953, 48.834390644310574]}";269.0;70, BD VINCENT AURIOL;2003;PARIS HAB;37;37;0;0;0;acquisition réhabilitation;;13;résidence sociale pour démuni;653441.6343;6859557.737
48.8787874373, 2.39245520271;"{""type"": ""Point"", ""coordinates"": [2.392455202709558, 48.87878743733907]}";256.0;53, RUE COMPANS 18 RUE DE CRIMEE;2003;PARIS HAB;7;0;7;0;0;construction neuve;;19;logement familial;655441.5866;6864478.865
48.8505730463, 2.393280002;"{""type"": ""Point"", ""coordinates"": [2.393280002000637, 48.850573046270945]}";270.0;95, RUE DE MONTREUIL;2003;LOGIREP;39;4;35;0;0;acquisition réhabilitation;;11;logement familial;655477.9718;6861341.17
48.8869601737, 2.32536209752;"{""type"": ""Point"", ""coordinates"": [2.325362097524861, 48.8869601737154]}";257.0;3 COUR SAINT PIERRE;2003;SEMIDEP;6;0;6;0;0;acquisition réhabilitation;;17;logement familial;650528.7374;6865427.572
48.8845493781, 2.30915765412;"{""type"": ""Point"", ""coordinates"": [2.309157654117579, 48.88454937806739]}";267.0;4 RUE DAUBIGNY;2003;IMM 3F;16;16;0;0;0;acquisition réhabilitation;;17;maison relais;649338.1486;6865169.781
48.8552449213, 2.40156152136;"{""type"": ""Point"", ""coordinates"": [2.401561521360347, 48.85524492133474]}";342.0;LOT J2 - 64, RUE DES VIGNOLES  - 54-58, RUE DE LA REUNION;2004;SAGI;4;0;4;0;0;acquisition réhabilitation;;20;logement familial;656089.6075;6861856.005
48.8876114889, 2.37900976901;"{""type"": ""Point"", ""coordinates"": [2.379009769013675, 48.8876114888995]}";365.0;41 BIS QUAI DE LA LOIRE - 157 RUE DE CRIMEE;2004;LOG.FR.;165;0;0;0;165;acquisition réhabilitation;;19;résidence pour étudiants;654463.2113;6865467.72
48.8219895964, 2.35391618979;"{""type"": ""Point"", ""coordinates"": [2.353916189791423, 48.82198959643318]}";340.0;20-26, RUE DE L'INTERNE LOEB 53, RUE DES PEUPLIERS;2004;PARIS HAB;5;0;5;0;0;construction neuve;;13;logement familial;652563.4535;6858185.912
48.8885540531, 2.31593387746;"{""type"": ""Point"", ""coordinates"": [2.315933877455735, 48.88855405313515]}";317.0;24 PLACE CHARLES FILLION;2004;IMM 3F;2;0;0;0;2;acquisition réhabilitation;;17;logement familial;649838.9177;6865610.75
48.8651015059, 2.37102185795;"{""type"": ""Point"", ""coordinates"": [2.371021857947251, 48.86510150586571]}";350.0;66 RUE DE LA FOLIE MERICOURT;2004;FONCIERE;6;0;0;0;6;construction neuve;;11;logement familial;653857.5377;6862969.393
48.8535845426, 2.34291296696;"{""type"": ""Point"", ""coordinates"": [2.342912966957318, 48.85358454256807]}";349.0;23 RUE DE L'HIRONDELLE;2004;SIEMP;8;2;6;0;0;acquisition réhabilitation;;6;logement familial;651784.8314;6861705.598
48.8305401808, 2.32139521901;"{""type"": ""Point"", ""coordinates"": [2.321395219009477, 48.8305401808143]}";331.0;47, RUE DU MOULIN VERT;2004;FREHA;1;1;0;0;0;acquisition réhabilitation;;14;logement familial;650183.9379;6859156.662
48.8832754646, 2.35107569495;"{""type"": ""Point"", ""coordinates"": [2.351075694951622, 48.8832754645844]}";360.0;9, RUE GUY PATIN;2004;PARIS HAB;67;0;67;0;0;acquisition réhabilitation;;10;logement familial;652410.9075;6865002.051
48.849829911, 2.36452089511;"{""type"": ""Point"", ""coordinates"": [2.364520895108555, 48.84982991104788]}";335.0;6, RUE MORNAY;2004;SEM CENTRE;16;0;16;0;0;acquisition réhabilitation;;4;logement familial;653366.9647;6861275.14
48.8696340658, 2.37462095442;"{""type"": ""Point"", ""coordinates"": [2.374620954423166, 48.86963406575819]}";448.0;8-10, RUE DE L'ORILLON;2004;IMM 3F;45;45;0;0;0;acquisition réhabilitation;opération abandonnée;11;foyer pour jeunes travailleurs ou résidence pour jeunes;654125.5571;6863471.283
48.8587422258, 2.34558743777;"{""type"": ""Point"", ""coordinates"": [2.345587437769317, 48.85874222576034]}";473.0;15 RUE JEAN LANTIER;2005;SEM CENTRE;13;6;7;0;0;acquisition réhabilitation;"opération abandonnée; réagréée";1;logement familial;651985.8249;6862277.457
48.8638596953, 2.40315887863;"{""type"": ""Point"", ""coordinates"": [2.403158878625616, 48.863859695285676]}";439.0;4 BIS - 6, RUE DE LA COUR DES NOUES;2004;PARIS HAB;64;0;0;0;64;construction neuve;;20;résidence pour étudiants;656214.0517;6862813.013
48.8436801942, 2.27719272186;"{""type"": ""Point"", ""coordinates"": [2.277192721858999, 48.84368019419782]}";469.0;22-24 RUE BALARD 2 RUE DES CEVENNES;2005;RIVP;56;0;0;0;56;acquisition conventionnement;;15;logement familial;646952.5152;6860646.474
48.849492141, 2.38101065077;"{""type"": ""Point"", ""coordinates"": [2.381010650774658, 48.84949214101356]}";458.0;37 RUE DE CITEAUX ET 1 PASSAGE BRULON;2005;SAGI;4;0;4;0;0;construction neuve;;12;logement familial;654576.7044;6861227.971
48.8732419371, 2.35703809949;"{""type"": ""Point"", ""coordinates"": [2.357038099493925, 48.873241937084366]}";447.0;24-26, PASSAGE DU DESIR;2004;LOGIKIA;2;2;0;0;0;acquisition réhabilitation;;10;logement familial;652839.0682;6863882.811
48.8554073236, 2.40177516363;"{""type"": ""Point"", ""coordinates"": [2.401775163628442, 48.8554073236036]}";433.0;70 RUE DES VIGNOLES;2004;SNL-PROLOG;2;2;0;0;0;acquisition conventionnement;;20;logement familial;656105.42;6861873.944
48.8459999444, 2.40442659626;"{""type"": ""Point"", ""coordinates"": [2.40442659625521, 48.84599994439641]}";472.0;11-11BIS, CITE DEBERGUE;2005;ELOGIE;10;4;6;0;0;acquisition réhabilitation;;12;logement familial;656292.0747;6860826.455
48.8441876524, 2.31918792095;"{""type"": ""Point"", ""coordinates"": [2.319187920945412, 48.84418765240501]}";424.0;3, IMPASSE DE L'ASTROLABE;2004;SIEMP;4;2;2;0;0;acquisition réhabilitation;;15;logement familial;650034.9889;6860675.505
48.8906352164, 2.36181104914;"{""type"": ""Point"", ""coordinates"": [2.361811049136619, 48.89063521639408]}";444.0;9 RUE DE LA GUADELOUPE;2004;FONCIERE;10;0;0;0;10;construction neuve;;18;logement familial;653204.7855;6865813.998
48.8282748958, 2.38025717852;"{""type"": ""Point"", ""coordinates"": [2.380257178520383, 48.82827489576503]}";414.0;ZAC PRG LOT M3H1 27-33, RUE FRANCOISE DOLTO 9-13 RUE M.A. LAGROUA WEILL-HALLE;2004;SIEMP;47;0;47;0;0;construction neuve;;13;logement familial;654502.8972;6858869.263
48.8545412874, 2.39857093243;"{""type"": ""Point"", ""coordinates"": [2.398570932426571, 48.85454128737741]}";391.0;PLANCHAT VIGNOLES (32-34, RUE TERRE NEUVE 11-37, RUE DES VIGNOLES) 2EME T.;2004;PARIS HAB;44;0;0;0;44;construction neuve;;20;logement familial;655869.5815;6861779.434
48.8253789565, 2.36974702177;"{""type"": ""Point"", ""coordinates"": [2.369747021772115, 48.8253789565145]}";407.0;ZAC CHATEAU DES RENTIERS 46-62, RUE DU CHATEAU DES RENTIERS LOT D1;2004;SABLIERE;39;0;0;0;39;construction neuve;;13;logement familial;653728.7625;6858553.375
48.8244198921, 2.3465349826;"{""type"": ""Point"", ""coordinates"": [2.346534982604492, 48.82441989208606]}";372.0;74-90 RUE BARRAULT 11-17 RUE AUGUSTE LANCON;2004;PARIS HAB;4;0;0;0;4;acquisition réhabilitation;;13;logement familial;652023.7616;6858460.591
48.8596038536, 2.36729875673;"{""type"": ""Point"", ""coordinates"": [2.367298756731194, 48.85960385356953]}";398.0;93 BOULEVARD BEAUMARCHAIS;2004;PARIS HAB;29;7;15;0;7;acquisition réhabilitation;;3;logement familial;653579.5149;6862360.28
48.8500859439, 2.29395240271;"{""type"": ""Point"", ""coordinates"": [2.293952402707633, 48.8500859438993]}";412.0;80 BOULEVARD  DE GRENELLE;2004;SEMEA XV;7;0;7;0;0;acquisition réhabilitation;;15;logement familial;648188.8591;6861347.598
48.8315153434, 2.31620437349;"{""type"": ""Point"", ""coordinates"": [2.316204373490136, 48.83151534335304]}";405.0;6 IMPASSE FLORIMONT;2004;SEMEA XV;4;4;0;0;0;acquisition réhabilitation;;14;logement familial;649803.8288;6859268.376
48.8871055574, 2.35555298187;"{""type"": ""Point"", ""coordinates"": [2.355552981871696, 48.8871055574236]}";422.0;30, RUE AFFRE (HS);2004;PARIS HAB;5;0;5;0;0;acquisition réhabilitation;;18;logement familial;652742.7195;6865425.246
48.8897659248, 2.35213361355;"{""type"": ""Point"", ""coordinates"": [2.35213361354649, 48.88976592477061]}";420.0;14-18, RUE PIERRE BUDIN;2004;PARIS HAB;19;2;0;0;17;construction neuve;;18;logement familial;652494.4101;6865723.116
48.8765595486, 2.40373705492;"{""type"": ""Point"", ""coordinates"": [2.403737054916361, 48.8765595485967]}";371.0;317, RUE DE BELLEVILLE;2004;SAGI;7;0;0;0;7;construction neuve;;19;logement familial;656267.1311;6864224.83
48.9017390321, 2.38515257444;"{""type"": ""Point"", ""coordinates"": [2.385152574442309, 48.90173903210832]}";498.0;FOYER DE LA COMMANDERIE 15-21, BD DE LA COMMANDERIE;2005;ADOMA;400;400;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;19;foyer de travailleurs migrants;654925.8822;6867035.114
48.8703782406, 2.39202079691;"{""type"": ""Point"", ""coordinates"": [2.392020796907258, 48.870378240585765]}";489.0;30 RUE ET 3 VILLA DE L'ERMITAGE;2005;SIEMP;17;0;10;0;7;acquisition réhabilitation;;20;logement familial;655402.5275;6863544.062
48.8693295785, 2.39217673901;"{""type"": ""Point"", ""coordinates"": [2.392176739006882, 48.86932957849149]}";476.0;109-111 RUE DE MENILMONTANT;2005;PARIS HAB;49;0;0;0;49;construction neuve;;20;résidence pour étudiants;655413.0686;6863427.37
48.8421150096, 2.40231096747;"{""type"": ""Point"", ""coordinates"": [2.402310967470179, 48.842115009551556]}";475.0;16-16 BIS, RUE SIBUET;2005;PARIS HAB;40;0;40;0;0;acquisition conventionnement;;12;logement familial;656133.5462;6860395.66
48.8657705772, 2.38364201084;"{""type"": ""Point"", ""coordinates"": [2.383642010842324, 48.865770577193565]}";506.0;1-9 ET 2-8, CITE DE L'AVENIR;2005;RIVP;42;0;0;0;42;construction neuve;;11;logement familial;654783.9264;6863036.488
48.8378317081, 2.29273911523;"{""type"": ""Point"", ""coordinates"": [2.292739115231696, 48.837831708118784]}";502.0;16, RUE EUGENE MILLION;2005;PIER.LUM;17;1;8;0;8;construction neuve;;15;logement familial;648087.6236;6859985.855
48.8472842308, 2.36861172006;"{""type"": ""Point"", ""coordinates"": [2.368611720063445, 48.84728423084178]}";486.0;243 RUE DE BERCY;2005;FREHA;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;653664.8898;6860989.676
48.8396168586, 2.38859404278;"{""type"": ""Point"", ""coordinates"": [2.38859404277691, 48.8396168585826]}";1052.0;232, RUE DE CHARENTON 3-5 RUELLE DE LA PLANCHETTE;2008;SEMIDEP;23;0;23;0;0;construction neuve;"opération abandonnée; réagréée";12;foyer pour personnes handicapées;655124.683;6860125.598
48.8862850206, 2.34125178984;"{""type"": ""Point"", ""coordinates"": [2.341251789838318, 48.88628502063073]}";1083.0;1, RUE SAINTE ELEUTHERE;2008;FREHA;3;3;0;0;0;acquisition réhabilitation;opération abandonnée;18;logement familial;651693.2764;6865342.661
48.8330385684, 2.31653951527;"{""type"": ""Point"", ""coordinates"": [2.316539515265717, 48.83303856844576]}";1108.0;49, RUE DE GERGOVIE 105, RUE RAYMOND LOSSERAND;2008;SIEMP;12;0;12;0;0;acquisition réhabilitation;;14;logement familial;649829.8963;6859437.528
48.8888669866, 2.37601489882;"{""type"": ""Point"", ""coordinates"": [2.376014898822542, 48.888866986614865]}";1077.0;6, IMPASSE DES ANGLAIS;2008;RIVP;27;27;0;0;0;acquisition réhabilitation;;19;résidence sociale pour démuni;654244.7073;6865609.056
48.8335083482, 2.38969408777;"{""type"": ""Point"", ""coordinates"": [2.38969408777385, 48.83350834820311]}";1054.0;51-59, RUE BARON LE ROY;2008;SAGECO;22;22;0;0;0;construction neuve;;12;résidence sociale pour démuni;655200.1716;6859445.77
48.8567992893, 2.400847852;"{""type"": ""Point"", ""coordinates"": [2.400847851998287, 48.85679928926427]}";1080.0;25-27, RUE DES ORTEAUX LOT 2;2008;SIEMP;15;2;13;0;0;acquisition réhabilitation;;20;logement familial;656038.5545;6862029.235
